,Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
19949,19949,36,265,3,1,5,92074.25098376923,0.33,34445.2,142697.43824514523
19950,19950,39,221,1,1,1,-149726.46399092546,0.1,141435.47,-90401.49287993346
19952,19952,48,469,1,1,1,84694.59804682419,0.27,36076.33,130221.04356724178
19954,19954,39,239,1,1,1,122863.2381424011,0.31,163288.3,296501.1134845291
19955,19955,49,215,3,2,3,-65728.57515966236,0.28,134506.83,67301.44793954406
19956,19956,38,199,3,2,4,36994.03155306196,0.26,62546.9,102958.70676864598
19957,19957,36,250,1,1,1,-1432.4274627158068,0.02,104293.11,20104.531176903394
19958,19958,58,226,3,2,5,-237335.4380480649,0.28,33575.09,-192873.2267368777
19959,19959,35,226,1,1,1,107514.81580545196,0.33,18831.06,141989.87696666477
19960,19960,58,201,1,3,1,522266.44888284814,0.1,16516.8,542442.7082953282
19961,19961,47,229,1,1,1,26188.581704103017,0.02,26635.26,42858.045707770216
19962,19962,53,210,1,3,1,22316.36588093267,0.24,102744.98,114595.45187483987
19963,19963,38,247,1,1,1,338537.8507786391,0.11,40878.97,367630.1791084903
19964,19964,36,310,1,1,1,224483.8599516634,0.09,49427.08,253424.97743648262
19965,19965,37,292,1,1,1,52781.60129733764,0.25,200105.86,224561.34091357765
19966,19966,51,254,1,2,1,80948.54212402305,0.28,67971.51,155593.68352976386
19967,19967,56,219,3,2,5,-123502.2501396255,0.04,45522.46,-102795.6710915231
19968,19968,59,219,2,2,5,129181.4182416365,0.35,55279.52,204816.2854683885
19969,19969,55,219,3,2,5,-118607.86114767184,0.18,53630.12,-73354.65567225423
19972,19972,55,277,3,1,3,31517.18749058808,0.29,86414.98,125054.70235135927
19973,19973,50,277,2,1,5,-117539.37262066617,0.16,52092.16,-76418.81333398458
19974,19974,52,298,2,1,3,-71307.52179594667,0.34,86634.4,36004.74430350933
19975,19975,51,276,1,2,1,296210.3124155897,0.08,173410.85,354686.9928640377
19976,19976,36,293,1,1,1,136030.72643476163,0.14,90180.29,190597.42245976324
19977,19977,47,283,1,1,1,119106.56140652498,0.13,28049.91,145534.42236347377
19978,19978,54,276,1,4,1,-14448.871323324804,0.21,84364.21,56073.45599109281
19979,19979,35,278,1,1,1,-164058.31312918654,0.02,65356.93,-144961.82441365696
19980,19980,39,278,1,1,1,83612.30269230883,0.08,73389.06,117012.03206352165
19981,19981,40,292,1,1,1,-10420.58433184309,0.23,145672.53,109580.94444311532
19982,19982,43,307,1,1,1,-157349.35547368386,0.23,14101.79,-132184.71078423268
19983,19983,52,263,1,4,1,60259.65635056692,0.03,97835.68,84457.97913966131
19985,19985,60,237,1,1,1,-184034.34673822884,0.26,103167.39,-84971.14737599844
19986,19986,57,250,3,4,1,-84576.99427893014,0.0,69111.66,-69576.99427893014
19987,19987,38,278,3,1,5,-242799.8244822511,0.12,165278.44,-165643.17810547032
19988,19988,38,252,3,2,3,-90017.2225417398,0.18,41426.41,-51648.23336478299
19989,19989,42,258,1,1,1,20464.28255528828,0.15,53222.11,60483.48553403228
19990,19990,42,202,1,3,1,130010.30824631608,0.23,139956.33,245891.56987973847
19991,19991,38,242,1,1,1,4599.358020420854,0.17,78455.18,61397.85522846246
19992,19992,46,264,1,1,1,196977.48390180373,0.14,10758.42,216697.75186556054
19993,19993,43,253,1,1,1,116485.52166298075,0.31,61487.59,191221.95493779515
19994,19994,47,198,3,4,4,-125841.46894819105,0.32,70070.42,-40570.68118079264
19995,19995,55,209,2,1,3,-71208.73809910499,0.17,90613.79,-7932.508940940184
19996,19996,56,214,1,2,1,-3193.2995368715674,0.25,46782.73,48460.22089444844
19997,19997,41,359,2,2,3,33985.323863122634,0.18,51451.63,78009.62465594504
19998,19998,54,218,1,2,1,100315.15784408664,0.01,52159.2,116949.79379019864
19999,19999,38,233,1,1,1,-17409.298333572395,0.31,100629.65,95354.4353351716
20000,20000,50,193,1,1,1,64036.68457638919,0.06,57830.09,89910.83263244359
20001,20001,47,236,1,1,1,368591.3278405072,0.34,19135.91,403981.37170270557
20002,20002,51,226,3,1,3,-4648.796667644741,0.27,81846.37,79606.55039368167
20004,20004,37,178,1,2,1,156025.51434909695,0.32,8022.41,176104.47959094014
20005,20005,52,182,1,1,1,737039.2369548095,0.12,101849.83,790342.1388145151
20006,20006,58,255,1,1,1,-105123.36080058724,0.06,105560.04,-70274.25622954084
20007,20007,35,442,3,1,5,22391.861420484427,0.3,46899.11,81485.50417957242
20008,20008,59,228,1,2,1,212612.3348434076,0.12,44326.78,244282.40983613717
20009,20009,37,477,1,1,1,37108.776612204856,0.15,21491.68,62211.80906007686
20010,20010,46,384,2,1,5,29755.05031382654,0.3,43734.78,85873.65076205054
20011,20011,57,228,3,2,5,72647.00220401499,0.26,29003.74,111279.9270833814
20012,20012,44,450,1,3,1,-13121.645011089462,0.04,109136.72,15559.45481810734
20013,20013,56,257,2,2,1,79170.38001248984,0.13,47033.49,113332.37318965304
20014,20014,49,234,3,2,1,-139438.9421702758,0.08,148477.96,-87213.30824623101
20015,20015,47,234,3,2,5,19078.931970475856,0.11,58482.42,54239.74972503906
20016,20016,40,477,1,1,1,168829.33294339513,0.34,8684.33,191109.31364717436
20017,20017,43,182,1,1,1,280836.1620055148,0.35,48726.86,349283.5632578508
20018,20018,55,341,1,1,1,-22766.959146970334,0.23,10706.46,-49.686248861535205
20019,20019,45,332,1,1,1,-72631.8381800177,0.31,19224.83,-38954.5282624449
20021,20021,56,332,3,1,3,-75447.10379718493,0.14,43336.35,-41433.235164880934
20022,20022,45,181,3,1,3,77856.37031637876,0.3,16942.06,108784.96984082676
20023,20023,57,372,2,1,4,47403.577638816096,0.26,105488.39,148357.98201960648
20024,20024,54,150,1,3,1,32096.80323172544,0.16,83338.78,88885.34768581824
20025,20025,59,372,2,1,3,187346.40703328484,0.01,27968.47,203222.92098326405
20026,20026,58,332,3,1,5,-53440.695126677696,0.05,16397.94,-35871.1904020857
20027,20027,44,255,3,1,5,-239298.7669541945,0.2,50619.84,-192570.89917614651
20029,20029,40,340,1,1,1,18783.894714247486,0.11,211238.29,106604.69569128589
20030,20030,56,228,3,2,3,16375.425526845263,0.31,133723.27,161290.27819296846
20033,20033,52,182,1,1,1,73021.7939141474,0.25,50286.97,127420.83031762742
20034,20034,53,341,1,1,1,-89947.43611972987,0.17,28121.92,-59964.94554861948
20035,20035,60,340,1,1,1,-128887.5865792912,0.2,12561.57,-106014.1552913872
20037,20037,54,181,1,1,1,65359.64710693529,0.33,22281.35,103402.9943218233
20038,20038,49,234,3,2,1,-26686.46447073065,0.31,68757.38,55112.716348050155
20039,20039,41,262,2,2,3,-204659.8592468901,0.03,38362.43,-186053.0972341557
20040,20040,49,239,2,2,5,138844.60877390375,0.12,141155.03,206929.10838567337
20042,20042,39,442,1,1,1,323682.1783769008,0.17,158941.26,423361.17359879205
20045,20045,56,332,1,1,1,33434.67988708289,0.26,87277.14,119550.13235307329
20046,20046,47,201,1,2,1,52137.08511937404,0.33,87615.32,157748.75093421564
20047,20047,55,352,1,1,1,233229.4880275396,0.21,86017.8,304840.0868403076
20050,20050,55,188,3,1,2,-187603.6564924134,0.24,21637.75,-156328.9388082534
20052,20052,48,202,1,1,1,-63269.91428508609,0.25,86629.57,19602.96773679392
20053,20053,46,177,1,4,1,113374.6522631215,0.21,124377.12,210230.53839142868
20054,20054,38,281,1,4,1,340350.1677323578,0.13,65383.89,381988.328202193
20055,20055,48,202,1,1,1,46753.08664510127,0.28,83933.65,135405.0391020933
20056,20056,51,215,3,2,5,-162136.42942188692,0.3,63982.6,-86981.21736780692
20057,20057,56,215,2,2,5,-103185.43458037091,0.31,88630.5,-2079.117039490913
20058,20058,36,195,1,2,1,197825.3509380805,0.16,41732.9,233751.4689691845
20059,20059,59,185,1,2,1,-144575.5708382348,0.14,33410.23,-114916.79767909559
20061,20061,45,352,1,1,1,118676.10385404355,0.26,1840.65,122936.88347162755
20062,20062,58,352,1,1,1,26028.33363690216,0.34,43038.72,86887.73559755497
20063,20063,52,357,3,1,3,60677.03021826697,0.3,241151.66,302403.190838395
20064,20064,51,357,3,1,3,-435.881766879806,0.24,62647.39,61684.0168316098
20065,20065,47,201,3,2,3,-7119.259584475198,0.04,78204.35,17684.237528388803
20066,20066,56,355,1,1,1,120415.08524174048,0.04,28263.02,138958.06507560925
20067,20067,44,211,3,2,5,-5443.797126920284,0.05,35236.54,15077.655934151717
20068,20068,46,282,2,2,3,12566.884021334345,0.08,123014.64,58408.48472717755
20069,20069,40,395,3,2,5,97361.543224894,0.26,16701.42,125970.2503860652
20070,20070,36,463,1,3,1,-167109.53772630717,0.25,59560.88,-105444.54122038718
20071,20071,51,215,3,2,3,130253.37074164256,0.25,135734.18,251598.92902476256
20072,20072,45,202,1,1,1,-7024.962827308132,0.3,35009.41,40890.212274019876
20073,20073,36,268,2,1,3,187522.54813357227,0.26,184435.82,352805.1626903275
20074,20074,51,380,1,1,1,73732.7481565035,0.15,13515.32,95086.1703414315
20075,20075,45,253,1,1,1,-136500.38813135208,0.01,55335.04,-119766.2233921777
20077,20077,58,352,3,1,3,-254988.9681552201,0.25,99078.32,-162362.68968834006
20078,20078,53,357,1,1,1,15324.380591313418,0.08,76123.05,49409.56193729742
20079,20079,55,357,1,1,1,77704.99534174864,0.08,50241.75,105301.34966398864
20081,20081,46,380,3,1,4,102107.30942668996,0.16,9568.69,121258.37035690436
20082,20082,51,357,3,1,2,-99872.79475369368,0.29,78692.1,-13354.153273069678
20084,20084,54,200,3,2,3,244060.3027713332,0.3,42176.14,298713.4998174452
20085,20085,60,352,1,1,1,14920.751460089605,0.34,17948.82,49045.90553296641
20086,20086,45,250,1,1,1,-258045.67907980003,0.11,30547.29,-232515.02137812166
20087,20087,45,291,3,3,4,25635.440402312208,0.12,18639.02,47645.059896238614
20088,20088,48,223,1,2,1,-196916.46250334763,0.13,82059.63,-148484.41078486922
20089,20089,59,317,1,3,1,-71818.95295856828,0.25,55070.92,-13671.768273288279
20090,20090,43,437,3,2,5,83572.95824558062,0.16,154640.06,176114.08641776623
20091,20091,37,259,2,2,5,117202.39236483764,0.13,43984.65,150122.25251554963
20092,20092,36,259,3,2,5,110681.53085041804,0.06,136802.71,151405.38711641164
20093,20093,46,223,3,2,5,69459.1610350878,0.32,145211.54,230085.9363379486
20094,20094,42,223,2,2,5,61133.94951405274,0.05,229062.97,112027.38391154874
20095,20095,41,250,1,1,1,-57018.58833186066,0.11,41495.02,-27713.887262001455
20096,20096,51,423,1,1,1,90729.12925773794,0.08,15293.14,109563.34701766113
20097,20097,51,423,1,1,1,124322.0978564326,0.13,56039.67,162153.3139577782
20098,20098,42,469,3,1,3,196801.57294004143,0.33,58111.92,271900.855518691
20099,20099,49,227,3,1,3,-245789.3775354436,0.32,101993.54,-128504.1849679428
20100,20100,44,227,1,1,1,-154367.52555463242,0.18,86825.3,-90388.63754608842
20101,20101,47,389,2,1,5,187807.85581344253,0.3,77470.29,275643.93504187453
20102,20102,42,250,1,1,1,18422.41501199657,0.02,86519.34,38845.33649844137
20103,20103,54,188,1,3,1,229884.6822756645,0.09,60892.23,262059.5939302197
20104,20104,49,227,3,1,3,95097.6940246279,0.15,130229.76,171317.4539949319
20105,20105,43,350,2,1,3,-60541.74134577817,0.01,24384.33,-44777.55204954937
20106,20106,60,446,3,1,5,9785.996602720574,0.05,59329.09,34082.675152632575
20107,20107,50,226,1,4,1,44165.00317482145,0.17,54291.03,88089.58745181505
20108,20108,47,542,2,2,5,-235835.67532138104,0.3,34449.48,-188446.935655397
20110,20110,53,423,1,1,1,-128301.43123499487,0.04,71410.61,-104349.57997655647
20111,20111,42,518,2,1,5,66035.31356460134,0.21,177475.7,197836.78548919337
20112,20112,48,427,3,1,2,28306.57333579487,0.31,37041.7,79293.33164646688
20113,20113,55,442,1,1,1,169096.4460955266,0.28,154251.57,319452.5196137922
20114,20114,36,265,1,1,1,-174320.1030516223,0.18,37896.68,-137942.26449977592
20115,20115,54,178,3,3,3,67557.69767866649,0.0,56894.5,82557.69767866649
20116,20116,50,227,1,1,1,157798.28983177088,0.24,46382.45,207684.60098933888
20117,20117,35,265,3,1,3,52881.56646217501,0.02,30905.14,69818.66107879582
20118,20118,57,442,3,1,3,112457.735996828,0.29,65517.32,187002.5914505688
20119,20119,56,442,2,1,3,-92524.43678038364,0.29,156971.14,65137.44013565798
20120,20120,38,277,1,1,1,-96808.9302375043,0.27,39236.77,-48608.238210289914
20121,20121,54,423,3,1,3,-126916.68995206244,0.19,50792.13,-81672.62585456324
20122,20122,47,303,2,2,3,426502.3942704498,0.06,8515.57,440876.98435346095
20123,20123,56,415,3,2,5,-297695.00926271,0.09,98021.52,-255047.62393546518
20124,20124,49,234,3,2,4,-167896.48815222055,0.03,104936.51,-143030.55896011976
20125,20125,56,235,1,1,1,-123293.76621122813,0.03,122821.46,-96746.32835923131
20126,20126,50,402,2,1,5,113603.60296062326,0.3,34228.63,160784.70369692726
20127,20127,49,202,1,4,1,250162.85845632857,0.12,64166.65,289294.1593884565
20128,20128,45,194,1,1,1,-198619.34199229383,0.3,58885.42,-128256.40070835783
20129,20129,39,239,1,1,1,72739.94672869633,0.2,80966.89,138488.95700450434
20130,20130,43,242,1,2,1,239973.88779904053,0.33,44248.74,300735.8851484517
20131,20131,49,181,3,3,3,-82112.87173638551,0.34,66028.91,3243.4568141328964
20132,20132,38,472,3,3,5,45504.744218388056,0.13,36085.79,75206.51654641525
20134,20134,42,260,3,1,5,91984.05503529849,0.12,34248.7,119864.04310128248
20135,20135,41,260,2,1,3,135626.01199394284,0.15,121838.35,207901.05068078285
20136,20136,42,356,2,1,3,29480.13064088473,0.02,18593.9,45645.57249269273
20137,20137,41,217,1,1,1,182530.4078694094,0.23,20442.37,212265.376101123
20138,20138,57,425,1,1,1,275947.02115157177,0.3,52249.03,340070.5559761957
20139,20139,56,425,3,1,3,44487.8667221791,0.34,61600.76,125125.8321152415
20140,20140,45,438,1,1,1,535370.974979855,0.25,53190.84,592045.1470664149
20141,20141,38,194,1,3,1,180224.8695204949,0.27,30262.5,220831.8688344949
20142,20142,56,405,3,2,3,-177640.24215396677,0.02,58704.35,-158960.72863753478
20143,20143,60,395,2,1,3,152946.9102703268,0.21,56695.34,205259.6193525572
20144,20144,60,395,3,1,3,62810.687193687954,0.29,24868.63,100412.32869371516
20145,20145,47,450,2,1,5,91875.71770868708,0.17,18405.63,116681.66900683267
20146,20146,38,373,3,2,5,-54982.47770383932,0.1,51973.8,-23694.221416159315
20147,20147,60,395,3,1,5,-175590.5485570984,0.13,25638.93,-150144.949012396
20148,20148,41,260,1,1,1,149987.8122362044,0.29,73474.97,231764.90977496118
20149,20149,39,448,1,1,1,86011.05238130671,0.32,67603.25,168807.61522674674
20150,20150,46,223,2,1,3,354636.9956356495,0.31,25295.77,394212.3461533727
20151,20151,51,223,3,1,5,-179722.53838409454,0.33,59776.3,-102901.95587355053
20153,20153,35,501,2,1,2,-233366.8898663529,0.09,62213.32,-200819.35917587607
20154,20154,53,239,1,1,1,657509.3951918484,0.32,129980.49,802861.5670026132
20155,20155,44,249,1,4,1,-10489.094506201898,0.01,210691.78,11113.851036258902
20156,20156,42,281,2,1,3,85153.09032851181,0.32,19023.8,119231.2892650878
20157,20157,45,450,2,1,4,657.2395935064767,0.27,99123.14,99531.54535084729
20158,20158,45,530,2,1,3,-9444.0353404899,0.22,37388.89,31334.330101138898
20159,20159,59,226,3,2,5,-126760.06357714544,0.25,8776.99,-106717.94734398546
20160,20160,41,273,3,1,5,-12709.565985553652,0.19,57753.9,36679.86902102235
20161,20161,43,329,1,1,1,16114.239061317345,0.18,19670.05,42210.28106834134
20162,20162,36,235,1,1,1,235032.12121090616,0.06,88818.49,266733.2090075045
20164,20164,51,402,2,1,3,109555.35334020096,0.04,27644.81,128020.83595108737
20165,20165,51,402,2,1,5,123813.39600937968,0.08,68093.88,155885.54496231407
20166,20166,55,332,3,1,1,73387.59864594707,0.34,73258.63,166447.47032095827
20167,20167,50,358,3,1,5,79644.72386276662,0.31,27091.6,120964.75942942261
20168,20168,51,358,2,1,5,222566.08138331852,0.26,26739.85,259354.33580621454
20169,20169,52,215,3,2,3,107175.32049729615,0.15,96432.49,167507.30829439216
20170,20170,56,332,1,1,1,-14215.964998411226,0.28,67162.57,59719.32987473439
20171,20171,49,340,2,1,5,82210.96780641394,0.11,66376.07,120092.98689068116
20172,20172,49,340,3,1,5,-144066.7334073799,0.25,101634.94,-49437.38407641991
20173,20173,49,181,3,1,3,-252511.3319048845,0.17,57329.18,-206968.11512596288
20174,20174,36,306,1,4,1,179246.02676244633,0.02,86368.45,199659.49065683034
20175,20175,44,255,1,1,1,96507.2773862948,0.07,2337.74,100526.73031441958
20176,20176,55,205,1,2,1,68932.73079281976,0.22,108977.94,159069.30645462454
20177,20177,60,228,3,2,5,17298.402312303133,0.2,21765.2,45940.551077743134
20178,20178,51,385,3,2,3,-252870.43021860693,0.09,11056.22,-234751.97648923413
20179,20179,42,255,3,1,4,95766.69402881512,0.08,73982.09,129315.10484531433
20180,20180,46,223,3,2,5,120477.92823964564,0.06,48589.1,144614.43602150163
20181,20181,38,401,3,2,5,364357.095634791,0.05,28531.76,383827.931125159
20182,20182,36,343,2,1,5,37044.41695213936,0.26,25787.04,73056.29952939376
20183,20183,38,529,2,2,1,-64154.86386532411,0.07,26231.68,-43400.2754248505
20184,20184,52,333,1,1,1,11648.453831094992,0.17,20179.88,37399.67074040059
20185,20185,41,255,3,1,5,-155893.93420428192,0.03,103871.15,-131128.16811388996
20186,20186,42,255,2,1,5,91371.87357825311,0.06,84861.99,122328.99630781153
20187,20187,52,205,3,2,3,-87486.55058053882,0.04,83572.92,-62010.063276014014
20188,20188,52,333,1,1,1,-6482.018742304732,0.19,20361.16,20641.98999958967
20189,20189,50,182,1,1,1,-56569.673750799215,0.06,30298.44,-35872.47143920882
20190,20190,49,181,1,1,1,-22002.571060072056,0.13,120509.28,42094.317160318344
20191,20191,51,341,1,1,1,-331763.1356968259,0.16,21433.37,-306015.8061217347
20193,20193,57,147,3,1,2,-50209.44918760259,0.08,47540.14,-23290.428692319394
20194,20194,55,332,1,1,1,-161176.16519857352,0.04,37935.04,-141420.7256978759
20195,20195,56,341,1,1,1,223342.5309728044,0.11,140415.36,286748.33365507
20196,20196,37,214,3,2,4,75529.03871843897,0.24,42400.91,122420.65590606137
20197,20197,58,332,3,1,3,67006.81696966314,0.21,85136.46,138037.38252004076
20198,20198,58,172,3,3,3,30304.43724948171,0.21,182896.1,165673.2183798977
20199,20199,58,239,3,2,3,-155099.7437008011,0.25,13116.54,-129823.1444754411
20200,20200,58,352,1,1,1,7385.254677595911,0.11,25437.63,31154.44416288071
20201,20201,41,230,1,1,1,1093.3882186517028,0.02,63801.3,20092.372036987705
20202,20202,49,267,1,4,1,-5766.541361194736,0.13,18466.28,16756.836796955664
20203,20203,36,320,1,4,1,1021.0253789157256,0.19,51121.61,46461.27763073813
20204,20204,36,292,3,4,4,-206655.48556658145,0.09,24532.03,-184736.12248927425
20205,20205,40,253,3,1,3,122297.62699447772,0.34,111887.16,256517.6745394761
20206,20206,56,352,3,1,3,86201.47756341849,0.02,12181.43,101964.99400358809
20207,20207,57,414,2,1,4,150364.96229460795,0.13,17307.28,172416.15031563834
20208,20208,47,380,3,1,3,7902.946940834176,0.23,71013.57,74089.90314848379
20209,20209,49,253,1,1,1,-111545.08777172174,0.03,54870.99,-91386.22264422252
20212,20212,54,357,1,1,1,-164404.4990049613,0.16,25310.92,-136712.85046398212
20213,20213,55,357,1,1,1,137212.02292029737,0.24,139136.69,256862.93853113893
20214,20214,43,292,2,1,4,215808.1400519016,0.01,53442.98,232483.00884159442
20215,20215,41,230,1,1,1,-231675.2468077232,0.07,28746.71,-210368.922353184
20216,20216,41,474,1,1,1,-12328.660060918024,0.24,15973.81,14685.955510960377
20217,20217,59,188,1,1,1,-47208.09445115923,0.23,48372.82,2659.2896133303675
20218,20218,60,377,3,1,3,-149853.21317725384,0.21,103896.51,-66476.16045494826
20219,20219,57,185,3,2,2,-27321.79358542765,0.0,37817.26,-12321.793585427651
20221,20221,49,201,1,2,1,-166034.85390605486,0.01,58539.33,-149200.26876902606
20222,20222,49,202,3,1,3,128930.32489281712,0.17,75091.51,183936.7625949883
20223,20223,54,274,2,2,3,228805.8370977789,0.28,61012.2,297344.1695031549
20224,20224,54,215,3,2,5,-340150.54017520027,0.13,54333.79,-303014.31951053307
20225,20225,55,171,3,3,3,10942.780016434668,0.02,65452.48,30045.257683660268
20226,20226,47,380,3,1,5,-112072.10857233978,0.31,103118.66,3109.7484898458206
20227,20227,40,253,3,1,3,12534.933659686942,0.34,96066.49,129897.45233726455
20228,20228,56,357,1,1,1,388032.1417387432,0.07,14621.79,406239.80452332395
20229,20229,35,432,3,1,5,-249410.4653978613,0.32,20417.04,-213935.04246364048
20230,20230,52,357,1,1,1,-15598.931513666856,0.05,75992.21,11308.804618261147
20231,20231,54,357,1,1,1,29916.43232499582,0.19,25162.33,59899.28737286302
20232,20232,47,202,1,1,1,-77577.43692374954,0.1,10516.53,-59281.62372754153
20233,20233,44,211,1,2,1,6171.334272616888,0.07,6453.42,17267.18664089529
20234,20234,38,195,1,2,1,36058.43631834539,0.17,71401.37,89098.88138003979
20235,20235,54,226,1,2,1,-74125.6149058493,0.1,68007.68,-37812.443243001304
20236,20236,49,389,2,1,3,50070.140262449786,0.2,152708.8,160786.06142980978
20237,20237,43,244,3,2,5,-247943.1273743061,0.19,35015.86,-212093.0091715637
20238,20238,50,186,1,3,1,-80161.64618606925,0.12,15790.66,-59223.21604553806
20240,20240,40,250,3,1,5,-201392.04886740565,0.22,75484.31,-134348.18962769047
20242,20242,40,250,1,1,1,-151293.2707880881,0.31,34950.57,-102338.08742959687
20243,20243,51,423,3,1,5,-274885.31749915786,0.18,45501.61,-234217.47344450504
20244,20244,42,227,1,1,1,-106695.17364065126,0.17,54355.89,-62736.03395853446
20245,20245,58,250,1,1,1,-23136.12225828197,0.27,38734.39,24639.474541658834
20246,20246,44,208,1,1,1,-157502.89154123634,0.09,75672.04,-121159.27180978675
20248,20248,49,427,3,1,4,79116.75336121261,0.1,128375.89,134348.93568151662
20249,20249,60,419,2,1,5,-20920.35068491832,0.08,19735.49,-972.3696778271224
20250,20250,55,423,1,1,1,75935.98079775753,0.24,126457.73,186050.48460382473
20251,20251,42,491,3,1,3,-33375.09220615041,0.26,203366.24,147332.470781216
20252,20252,42,375,2,2,3,24177.679104128885,0.24,105826.15,118774.25059846487
20253,20253,35,519,2,1,5,7507.769149095623,0.02,37205.47,24839.760385694026
20255,20255,56,423,1,1,1,55653.90121417493,0.08,27784.45,77619.87626179094
20256,20256,60,442,1,1,1,118749.05430453268,0.15,39922.65,152516.3088120927
20257,20257,39,272,3,4,3,-38893.480689172095,0.21,36429.6,81.8066410039064
20258,20258,52,402,2,1,4,-115560.04467898824,0.21,183369.45,20120.26065860378
20259,20259,45,389,2,1,5,77726.55407160081,0.02,42882.63,95414.38243023441
20260,20260,49,183,1,3,1,13184.967062602473,0.32,46988.87,75308.20267614488
20261,20261,41,183,1,1,1,-59554.87208712467,0.21,11077.18,-37264.685719223875
20262,20262,39,209,1,3,1,34424.64921646192,0.26,158497.45,178572.07397689394
20263,20263,36,259,3,2,3,33995.27333153003,0.29,36252.89,81943.40208329163
20264,20264,54,151,2,3,5,219689.7263676673,0.35,125258.95,372083.4628221873
20265,20265,44,233,3,2,2,26689.36968731869,0.01,57956.33,43505.683977467495
20266,20266,42,233,1,2,1,-21790.92479041237,0.32,52746.41,46106.31462391083
20267,20267,50,225,3,1,3,-126205.58272573347,0.34,132865.26,30367.43257180894
20268,20268,54,402,2,1,5,59634.32470274345,0.02,49252.88,77721.43217745704
20269,20269,44,233,3,2,5,-81908.82168444747,0.08,66003.69,-50360.71446654028
20270,20270,51,250,1,1,1,-165068.8934604317,0.09,183679.93,-98261.19040102849
20271,20271,44,469,3,1,5,-236506.9019758989,0.14,95163.92,-179753.63310542208
20274,20274,46,227,1,1,1,111344.47928365892,0.31,204278.75,324805.40316825896
20276,20276,52,237,1,2,1,13680.149180825098,0.26,70667.24,86261.4671195515
20277,20277,45,447,3,1,5,399656.77941465616,0.32,100327.28,515270.94727836177
20278,20278,51,288,2,2,5,-35549.570990288434,0.34,28887.98,10231.67637606677
20279,20279,54,446,1,1,1,58783.23505784569,0.2,96464.91,134246.2058949977
20280,20280,52,252,3,2,3,-159440.80687949562,0.23,72917.1,-91881.77619720763
20281,20281,51,457,2,1,5,-40653.65430609547,0.11,79951.32,1908.2008934117312
20282,20282,41,489,3,1,4,-16222.254153742682,0.01,110658.87,2245.724010380517
20283,20283,52,418,3,1,5,-294758.25661006564,0.13,36474.22,-264898.233363176
20284,20284,51,418,3,1,5,-199842.4763710489,0.24,11217.08,-176405.6097725977
20285,20285,52,260,1,1,1,18967.25912992924,0.14,156959.62,102833.45564293404
20286,20286,52,418,1,1,1,86185.72898135339,0.09,25423.39,108356.50392602698
20287,20287,50,223,1,1,1,86495.30505474423,0.25,107199.74,185484.58614890423
20288,20288,55,425,1,1,1,13255.214029342584,0.08,53139.83,41578.160131012984
20289,20289,55,194,2,3,5,33572.732005346574,0.02,28189.85,50339.63572033857
20290,20290,42,194,3,3,5,7041.500246165427,0.33,13163.59,35655.27028094463
20291,20291,53,252,1,2,1,-111068.87298646792,0.2,57927.0,-59760.970852067905
20292,20292,43,224,2,3,5,280218.15773611923,0.11,76486.07,321585.4270459864
20293,20293,37,464,2,1,5,57339.7758093708,0.18,76845.42,115688.92888053239
20294,20294,43,269,2,1,3,-206916.42718215188,0.35,5949.71,-191465.75855665584
20295,20295,54,418,3,1,3,47432.67336122817,0.26,195909.46,222064.27781421377
20296,20296,53,418,3,1,3,-26137.90645398572,0.24,7682.47,-8835.872821524918
20297,20297,47,438,3,1,5,-94206.24289820276,0.21,125855.89,3622.8610432356327
20298,20298,47,438,3,1,5,-141871.87840944386,0.33,29539.59,-96322.06751578467
20300,20300,56,425,3,1,5,158036.66829916983,0.32,21442.8,194540.7844146258
20301,20301,43,260,1,1,1,-38713.451607169314,0.29,3271.6,-30832.685952065305
20302,20302,41,260,3,1,3,277132.4105195862,0.26,54121.52,336231.88929429336
20303,20303,54,223,3,1,3,-156422.60824711132,0.23,38981.76,-113324.3498154185
20304,20304,48,233,1,1,1,270812.4868639083,0.06,82466.58,301319.1858954411
20305,20305,58,247,2,1,3,2631.61944772178,0.33,45476.9,64663.77849359378
20306,20306,38,373,1,3,1,-213607.2153420013,0.29,111335.31,-97421.07187875491
20307,20307,36,487,1,1,1,202997.9769034535,0.22,24568.77,234937.30651477192
20308,20308,54,479,2,1,3,576738.504081898,0.2,47393.66,621444.24353105
20309,20309,43,236,1,3,1,-104580.89766385916,0.34,52632.09,-33499.39311773755
20310,20310,54,188,1,1,1,289560.2659561904,0.18,38573.06,326319.6562017392
20311,20311,40,290,1,3,1,36386.56992960308,0.15,112271.88,104164.50290755508
20312,20312,36,247,3,3,3,-352702.02667140734,0.14,47679.72,-316782.4999344985
20313,20313,41,243,1,3,1,60458.038834780506,0.04,17861.3,77697.0856778525
20314,20314,50,218,1,3,1,-140357.53515078168,0.34,111092.07,-6984.68640502487
20315,20315,48,229,1,1,1,-27357.66785404284,0.13,208782.68,72702.83455965956
20316,20316,43,236,1,3,1,86632.37522903825,0.35,116521.88,229442.61531092625
20318,20318,35,243,1,3,1,-189568.0704510508,0.17,111646.73,-115086.1403580732
20319,20319,37,243,1,3,1,72129.20218471857,0.1,173439.17,141483.92805203056
20320,20320,51,197,2,3,3,25077.245250495744,0.21,42431.66,68002.64768138535
